fecha,categoria,producto,region,cantidad,monto
2025-05-09,Electronica,Teclado,Mendoza,5,39937.5
2025-10-05,Alimentos,Aceite,Rosario,6,17609.78
2025-06-15,Alimentos,Fideos,Rosario,3,82388.19
2025-02-05,Juguetes,Rompecabezas,Cordoba,5,27314.87
2025-10-05,Hogar,Toalla,CABA,7,70056.69
2025-04-05,Electronica,Parlante,GBA Sur,4,70065.47
2025-06-14,Electronica,Parlante,Cordoba,8,17898.38
2025-10-10,Indumentaria,Medias,GBA Sur,6,29711.4
2025-02-26,Electronica,Parlante,Mendoza,3,6934.51
2025-04-02,Electronica,Cargador,CABA,2,44197.96
2025-01-17,Juguetes,Pelota,Mendoza,5,44601.96
2025-01-26,Hogar,Lampara,Rosario,1,64888.22
2025-04-17,Alimentos,Cafe,Cordoba,1,72290.78
2025-07-04,Juguetes,Pelota,GBA Sur,1,71688.21
2025-11-12,Hogar,Vela,CABA,5,66352.73
2025-02-09,Indumentaria,Medias,CABA,4,10009.04
2025-09-30,Alimentos,Aceite,GBA Norte,4,47831.09
2025-10-19,Indumentaria,Medias,Mendoza,2,50674.6
2025-11-23,Juguetes,Auto RC,Mendoza,7,41826.13
2025-02-23,Indumentaria,Pantalon,Rosario,6,36738.59
2025-12-03,Indumentaria,Medias,Rosario,6,40428.08
2025-06-11,Juguetes,Auto RC,GBA Sur,7,37698.55
2025-06-15,Juguetes,Rompecabezas,Rosario,7,49560.74
2025-10-09,Hogar,Almohada,Cordoba,7,40827.48
2025-01-01,Electronica,Mouse,Rosario,3,2450.92
2025-06-04,Electronica,Mouse,GBA Norte,6,20119.23
2025-01-12,Hogar,Vela,Rosario,3,50512.75
2025-02-18,Electronica,Teclado,GBA Sur,5,14893.53
2025-07-07,Juguetes,Rompecabezas,GBA Norte,5,23805.7
2025-02-17,Juguetes,Pelota,Rosario,2,82691.48
2025-06-16,Alimentos,Aceite,Cordoba,2,74487.77
2025-11-01,Hogar,Sarten,Mendoza,7,72942.36
2025-02-10,Electronica,Mouse,GBA Sur,7,79301.53
2025-08-02,Electronica,Cargador,Mendoza,1,59097.35
2025-11-21,Alimentos,Cafe,GBA Sur,6,47670.12
2025-10-04,Juguetes,Rompecabezas,GBA Sur,4,45713.74
2025-03-20,Electronica,Teclado,Cordoba,2,68002.78
2025-04-24,Alimentos,Fideos,Cordoba,6,14173.1
2025-02-12,Alimentos,Galletitas,Mendoza,7,5388.69
2025-05-15,Electronica,Teclado,Rosario,3,39669.71
2025-03-11,Alimentos,Galletitas,GBA Norte,4,44419.64
2025-10-15,Juguetes,Cartas,GBA Norte,5,22566.04
2025-08-09,Hogar,Vela,CABA,7,11015.16
2025-08-05,Hogar,Almohada,GBA Norte,1,29545.71
2025-06-06,Indumentaria,Campera,Rosario,8,74120.98
2025-11-16,Indumentaria,Zapatillas,CABA,4,83254.98
2025-04-13,Hogar,Lampara,Mendoza,2,76896.01
2025-01-28,Indumentaria,Medias,GBA Norte,5,78318.96
2025-01-08,Hogar,Sarten,GBA Sur,1,41055.48
2025-06-19,Indumentaria,Medias,GBA Norte,5,19138.32
2025-10-08,Alimentos,Galletitas,Mendoza,1,89314.89
2025-07-12,Juguetes,Cartas,CABA,1,23735.61
2025-05-26,Indumentaria,Medias,GBA Sur,1,5724.59
2025-02-04,Alimentos,Fideos,Mendoza,6,76835.38
2025-02-25,Electronica,Mouse,Mendoza,7,35400.57
2025-09-18,Electronica,Mouse,Cordoba,2,78142.77
2025-04-06,Indumentaria,Medias,Cordoba,1,50901.19
2025-01-21,Indumentaria,Medias,GBA Sur,7,30687.7
2025-03-22,Electronica,Mouse,Mendoza,5,32320.26
2025-05-01,Juguetes,Auto RC,CABA,7,56695.52
2025-01-16,Juguetes,Auto RC,GBA Norte,7,14502.03
2025-12-03,Indumentaria,Remera,Mendoza,4,35016.43
2025-08-02,Indumentaria,Medias,GBA Norte,5,38955.38
2025-11-06,Hogar,Toalla,Rosario,3,12727.72
2025-10-25,Juguetes,Rompecabezas,GBA Norte,3,28500.86
2025-08-09,Indumentaria,Medias,GBA Norte,2,29257.16
2025-04-05,Hogar,Lampara,Mendoza,6,3624.02
2025-07-31,Alimentos,Fideos,Cordoba,5,67359.27
2025-03-19,Indumentaria,Remera,GBA Norte,5,17442.44
2025-11-07,Juguetes,Cartas,GBA Norte,4,54076.1
2025-12-18,Electronica,Mouse,CABA,8,62244.57
2025-03-10,Juguetes,Cartas,Cordoba,6,64369.7
2025-04-05,Alimentos,Yerba,Cordoba,4,13238.63
2025-04-26,Electronica,Teclado,CABA,7,83363.72
2025-04-24,Indumentaria,Pantalon,CABA,8,16759.96
2025-11-12,Alimentos,Fideos,Cordoba,7,79995.24
2025-07-27,Electronica,Parlante,Mendoza,6,74365.24
2025-07-21,Juguetes,Cartas,Rosario,1,48718.19
2025-09-24,Electronica,Teclado,Cordoba,1,74603.9
2025-05-06,Juguetes,Cartas,Cordoba,1,88560.93
2025-10-13,Alimentos,Galletitas,Mendoza,4,86670.72
2025-05-30,Alimentos,Yerba,GBA Sur,5,69857.25
2025-08-25,Indumentaria,Zapatillas,GBA Sur,1,55568.95
2025-12-20,Juguetes,Rompecabezas,Cordoba,8,74860.52
2025-02-16,Juguetes,Muñeco,GBA Norte,3,70307.07
2025-07-21,Alimentos,Fideos,Cordoba,8,3217.18
2025-10-30,Indumentaria,Zapatillas,CABA,3,23257.32
2025-03-05,Electronica,Auriculares,Mendoza,6,40996.46
2025-02-13,Juguetes,Pelota,Mendoza,3,71404.93
2025-07-13,Juguetes,Pelota,CABA,6,69375.17
2025-10-17,Indumentaria,Pantalon,GBA Norte,1,16919.14
2025-08-03,Hogar,Almohada,Mendoza,8,69408.11
2025-05-28,Indumentaria,Remera,GBA Norte,1,86478.62
2025-11-15,Hogar,Sarten,Cordoba,8,45288.86
2025-10-06,Electronica,Parlante,Cordoba,8,22171.17
2025-08-21,Alimentos,Yerba,CABA,1,54508.27
2025-05-06,Juguetes,Auto RC,Rosario,4,56948.55
2025-01-26,Indumentaria,Pantalon,CABA,1,59141.64
2025-03-16,Electronica,Parlante,Rosario,2,27561.3
2025-01-26,Electronica,Teclado,GBA Norte,5,15358.84
2025-11-09,Juguetes,Cartas,Rosario,8,16790.31
2025-10-24,Hogar,Sarten,CABA,6,69397.57
2025-07-08,Alimentos,Cafe,Cordoba,2,76054.56
2025-05-30,Alimentos,Aceite,CABA,5,62821.13
2025-06-18,Juguetes,Pelota,Rosario,4,19676.24
2025-11-10,Electronica,Auriculares,Rosario,2,65945.84
2025-09-05,Juguetes,Auto RC,Cordoba,6,55187.17
2025-05-13,Juguetes,Cartas,Rosario,3,32492.95
2025-11-11,Juguetes,Pelota,Rosario,8,65897.44
2025-09-10,Indumentaria,Medias,GBA Norte,4,64064.25
2025-01-01,Electronica,Auriculares,Cordoba,2,56666.01
2025-04-17,Juguetes,Pelota,Cordoba,6,5048.8
2025-10-14,Indumentaria,Remera,Mendoza,5,18905.66
2025-05-11,Electronica,Mouse,GBA Sur,6,46095.38
2025-01-04,Electronica,Mouse,GBA Sur,1,36248.39
2025-03-31,Indumentaria,Campera,GBA Sur,8,83082.9
2025-08-31,Electronica,Cargador,Cordoba,8,14829.38
2025-10-02,Hogar,Toalla,Cordoba,1,83573.31
2025-09-24,Hogar,Vela,Mendoza,1,61359.59
2025-04-17,Juguetes,Auto RC,GBA Sur,3,6892.96
2025-05-24,Electronica,Mouse,Cordoba,3,56759.47
2025-10-20,Juguetes,Pelota,GBA Norte,5,53972.08
2025-12-28,Hogar,Sarten,GBA Sur,8,37834.39
2025-05-02,Hogar,Toalla,GBA Sur,5,20236.45
2025-03-31,Electronica,Mouse,CABA,2,70223.34
2025-08-16,Juguetes,Muñeco,Cordoba,3,81541.07
2025-04-08,Hogar,Toalla,Mendoza,5,78775.24
2025-06-17,Indumentaria,Remera,Rosario,3,61227.84
2025-04-16,Electronica,Teclado,Cordoba,2,64517.29
2025-01-03,Hogar,Sarten,Mendoza,2,76483.04
2025-06-20,Alimentos,Cafe,CABA,5,47331.42
2025-01-12,Juguetes,Auto RC,Mendoza,6,80400.07
2025-04-13,Indumentaria,Campera,GBA Sur,8,48372.55
2025-12-10,Electronica,Mouse,GBA Norte,2,15017.15
2025-01-08,Juguetes,Cartas,Rosario,6,10111.4
2025-10-09,Hogar,Almohada,GBA Norte,5,84951.73
2025-10-21,Indumentaria,Pantalon,CABA,6,28712.6
2025-10-04,Alimentos,Cafe,GBA Norte,1,3580.35
2025-02-24,Alimentos,Cafe,CABA,3,38955.45
2025-12-27,Juguetes,Cartas,Mendoza,8,75419.52
2025-11-12,Hogar,Almohada,GBA Sur,2,73752.34
2025-08-27,Juguetes,Rompecabezas,CABA,8,73343.74
2025-02-19,Alimentos,Fideos,Mendoza,8,58353.26
2025-08-29,Indumentaria,Pantalon,GBA Norte,5,77637.57
2025-07-06,Alimentos,Aceite,Mendoza,6,82636.53
2025-06-16,Alimentos,Yerba,CABA,2,6817.5
2025-06-29,Alimentos,Yerba,GBA Norte,6,26120.91
2025-11-06,Juguetes,Rompecabezas,Rosario,2,10160.97
2025-06-16,Juguetes,Muñeco,GBA Sur,7,48414.36
2025-10-30,Alimentos,Aceite,Rosario,3,22688.5
2025-09-04,Alimentos,Cafe,GBA Sur,7,19533.19
2025-08-11,Juguetes,Auto RC,Rosario,3,62777.85
2025-12-06,Electronica,Parlante,Cordoba,8,11174.73
2025-06-16,Juguetes,Muñeco,Cordoba,7,16679.49
2025-02-05,Juguetes,Muñeco,Mendoza,7,73451.94
2025-06-17,Alimentos,Cafe,CABA,3,20367.45
2025-10-25,Electronica,Cargador,Mendoza,5,14280.26
2025-07-19,Juguetes,Cartas,Cordoba,6,18414.33
2025-06-03,Juguetes,Auto RC,Cordoba,6,64883.42
2025-02-15,Juguetes,Muñeco,Rosario,7,88791.53
2025-03-07,Hogar,Sarten,GBA Sur,1,81195.74
2025-01-01,Juguetes,Auto RC,CABA,1,77651.06
2025-05-01,Alimentos,Galletitas,Cordoba,7,56644.07
2025-07-27,Alimentos,Yerba,Rosario,3,19798.23
2025-09-01,Indumentaria,Pantalon,Rosario,6,35228.96
2025-08-02,Indumentaria,Campera,Mendoza,1,12173.87
2025-02-06,Electronica,Cargador,Mendoza,7,79755.09
2025-03-11,Electronica,Cargador,Mendoza,8,72728.8
2025-12-23,Juguetes,Pelota,Rosario,7,17001.97
2025-10-10,Alimentos,Yerba,GBA Sur,7,21090.94
2025-11-06,Electronica,Parlante,Cordoba,4,76365.55
2025-12-31,Juguetes,Auto RC,Cordoba,6,83464.24
2025-01-18,Electronica,Parlante,Cordoba,2,63734.55
2025-10-25,Alimentos,Cafe,GBA Norte,5,65986.51
2025-08-27,Juguetes,Muñeco,Rosario,2,80202.48
2025-05-06,Alimentos,Cafe,Mendoza,5,57398.2
2025-11-10,Electronica,Mouse,Rosario,8,70288.91
2025-08-21,Juguetes,Pelota,Rosario,7,66309.49
2025-06-30,Hogar,Almohada,GBA Norte,5,4144.04
2025-10-16,Hogar,Sarten,Mendoza,3,43111.29
2025-10-21,Electronica,Mouse,Mendoza,5,56564.21
2025-09-06,Electronica,Cargador,Rosario,5,7840.74
2025-05-10,Indumentaria,Medias,GBA Sur,5,25494.32
2025-01-08,Electronica,Parlante,GBA Norte,3,82001.7
2025-12-04,Alimentos,Fideos,GBA Norte,4,24251.48
2025-09-06,Indumentaria,Medias,CABA,2,31513.47
2025-03-16,Juguetes,Rompecabezas,Cordoba,7,67995.76
2025-07-16,Indumentaria,Zapatillas,Mendoza,4,57744.15
2025-10-23,Hogar,Sarten,Mendoza,2,24531.2
2025-01-27,Indumentaria,Zapatillas,Cordoba,8,43384.64
2025-09-30,Indumentaria,Zapatillas,Mendoza,8,63799.09
2025-05-15,Indumentaria,Medias,Cordoba,8,2055.81
2025-07-15,Hogar,Vela,Mendoza,2,86072.5
2025-09-30,Hogar,Toalla,Rosario,5,82705.74
2025-06-21,Hogar,Almohada,CABA,7,23725.61
2025-08-25,Indumentaria,Medias,GBA Norte,3,47275.76
2025-06-10,Juguetes,Muñeco,Mendoza,2,1754.38
2025-01-07,Alimentos,Cafe,Rosario,8,10247.75
2025-06-29,Indumentaria,Campera,GBA Sur,1,18184.08
2025-11-14,Electronica,Auriculares,Rosario,4,59437.89
2025-11-03,Electronica,Auriculares,CABA,3,77223.23
2025-07-12,Juguetes,Rompecabezas,CABA,5,62913.17
2025-05-31,Alimentos,Cafe,Mendoza,5,41356.5
2025-08-07,Hogar,Almohada,GBA Norte,5,70485.09
2025-02-01,Alimentos,Yerba,GBA Sur,5,89640.31
2025-05-16,Indumentaria,Zapatillas,CABA,4,44763.24
2025-11-09,Alimentos,Aceite,Mendoza,3,44793.1
2025-10-04,Alimentos,Aceite,Rosario,8,58257.1
2025-05-13,Electronica,Auriculares,CABA,5,7266.7
2025-08-17,Electronica,Teclado,GBA Norte,1,59105.01
2025-01-20,Alimentos,Fideos,GBA Norte,7,63304.91
2025-10-22,Electronica,Parlante,Mendoza,8,84652.09
2025-09-02,Alimentos,Yerba,Mendoza,2,70503.4
2025-10-04,Indumentaria,Remera,Cordoba,8,85919.83
2025-03-04,Juguetes,Cartas,GBA Sur,5,30676.13
2025-07-25,Electronica,Auriculares,GBA Sur,6,48581.74
2025-02-11,Alimentos,Fideos,Mendoza,1,19077.72
2025-07-16,Indumentaria,Campera,Mendoza,2,35719.32
2025-11-19,Hogar,Toalla,CABA,8,79784.06
2025-04-08,Indumentaria,Remera,GBA Norte,4,3257.45
2025-09-08,Alimentos,Cafe,Rosario,8,58263.28
2025-10-01,Alimentos,Cafe,CABA,6,31196.37
2025-01-22,Alimentos,Cafe,GBA Norte,8,72832.23
2025-12-14,Juguetes,Rompecabezas,Mendoza,2,52561.77
2025-01-19,Indumentaria,Zapatillas,Mendoza,1,2696.61
2025-05-05,Indumentaria,Remera,GBA Norte,5,57306.87
2025-02-19,Alimentos,Galletitas,GBA Norte,2,75346.34
2025-02-24,Electronica,Teclado,Rosario,4,72126.59
2025-02-02,Indumentaria,Zapatillas,GBA Sur,7,73225.37
2025-06-16,Electronica,Parlante,Rosario,4,13222.32
2025-01-24,Juguetes,Rompecabezas,GBA Sur,5,6626.75
2025-03-14,Alimentos,Aceite,Mendoza,3,33923.53
2025-08-13,Indumentaria,Medias,CABA,7,12870.01
2025-03-22,Electronica,Teclado,CABA,3,1565.11
2025-02-15,Juguetes,Auto RC,Cordoba,8,62721.81
2025-12-21,Indumentaria,Pantalon,GBA Norte,8,57944.49
2025-07-30,Indumentaria,Pantalon,Rosario,3,62558.95
2025-09-13,Juguetes,Muñeco,Mendoza,5,74557.04
2025-06-28,Alimentos,Cafe,Rosario,2,21971.87
2025-09-29,Electronica,Parlante,GBA Sur,4,77783.06
2025-08-26,Indumentaria,Campera,CABA,3,18240.99
2025-12-17,Alimentos,Yerba,GBA Norte,1,15218.6
2025-01-28,Hogar,Almohada,GBA Norte,6,39685.78
2025-11-12,Alimentos,Cafe,CABA,3,66897.1
2025-03-22,Electronica,Teclado,Rosario,4,11329.79
2025-08-16,Juguetes,Cartas,GBA Sur,6,38296.9
2025-04-28,Electronica,Mouse,GBA Norte,7,9727.71
2025-04-13,Alimentos,Aceite,CABA,8,42918.13
2025-01-28,Alimentos,Aceite,GBA Norte,8,83581.95
2025-04-02,Alimentos,Fideos,GBA Norte,4,41738.88
2025-11-20,Hogar,Almohada,GBA Norte,1,30894.33
2025-12-21,Juguetes,Muñeco,GBA Sur,8,13148.63
2025-08-23,Alimentos,Aceite,GBA Sur,5,20566.97
2025-11-06,Indumentaria,Medias,GBA Norte,4,52452.81
2025-02-14,Alimentos,Galletitas,Cordoba,4,77735.72
2025-10-30,Alimentos,Yerba,GBA Sur,7,2290.84
2025-05-07,Indumentaria,Campera,Cordoba,3,52572.57
2025-10-21,Electronica,Teclado,CABA,8,4565.22
2025-09-16,Electronica,Teclado,Rosario,2,36094.49
2025-08-20,Alimentos,Aceite,CABA,1,50705.34
2025-12-21,Alimentos,Aceite,GBA Norte,4,32898.11
2025-11-28,Electronica,Auriculares,Cordoba,3,60544.17
2025-12-27,Alimentos,Galletitas,Mendoza,8,52945.75
2025-08-26,Indumentaria,Zapatillas,GBA Norte,6,71297.43
2025-11-17,Alimentos,Cafe,Mendoza,6,7292.17
2025-09-29,Electronica,Mouse,Cordoba,4,68007.03
2025-12-17,Electronica,Parlante,GBA Sur,1,66482.71
2025-09-21,Hogar,Sarten,CABA,8,35082.99
2025-11-13,Electronica,Mouse,GBA Sur,2,16598.8
2025-10-15,Indumentaria,Pantalon,GBA Sur,2,22238.31
2025-11-29,Alimentos,Galletitas,Mendoza,4,19671.66
2025-06-14,Hogar,Almohada,Rosario,5,61540.18
2025-01-28,Electronica,Mouse,GBA Sur,2,41264.55
2025-08-29,Juguetes,Cartas,GBA Sur,6,41226.08
2025-12-11,Electronica,Cargador,Cordoba,7,8770.48
2025-04-02,Hogar,Sarten,CABA,2,15664.19
2025-12-23,Indumentaria,Zapatillas,GBA Norte,1,78874.39
2025-05-31,Alimentos,Galletitas,GBA Norte,7,43177.54
2025-08-16,Electronica,Mouse,GBA Norte,4,6602.51
2025-09-24,Hogar,Toalla,Rosario,6,31508.53
2025-09-06,Juguetes,Cartas,Rosario,5,40627.81
2025-10-18,Indumentaria,Campera,GBA Norte,4,71244.83
2025-09-05,Hogar,Almohada,CABA,5,14202.11
2025-08-22,Indumentaria,Medias,GBA Norte,5,64351.28
2025-04-04,Indumentaria,Pantalon,GBA Norte,1,22173.57
2025-06-12,Juguetes,Rompecabezas,Cordoba,3,24176.24
2025-04-16,Juguetes,Muñeco,Mendoza,6,29208.0
2025-03-17,Hogar,Toalla,Rosario,5,87816.45
2025-03-04,Electronica,Teclado,Cordoba,8,69398.12
2025-06-13,Indumentaria,Remera,Mendoza,6,49606.96
2025-11-28,Hogar,Toalla,GBA Sur,3,87294.89
2025-10-17,Alimentos,Fideos,Mendoza,8,10996.09
2025-01-21,Indumentaria,Medias,CABA,7,28419.32
2025-11-13,Indumentaria,Zapatillas,GBA Sur,1,9230.82
2025-11-08,Indumentaria,Medias,Rosario,5,20770.8
2025-04-11,Electronica,Auriculares,Rosario,2,76601.17
2025-09-20,Alimentos,Aceite,Cordoba,1,29280.45
2025-12-08,Hogar,Toalla,GBA Norte,7,64720.78
2025-07-09,Alimentos,Fideos,CABA,6,26333.88
2025-06-07,Alimentos,Galletitas,CABA,8,20196.87
2025-08-01,Alimentos,Fideos,GBA Norte,7,72704.88
2025-08-01,Indumentaria,Medias,Rosario,4,8660.94
2025-06-05,Alimentos,Galletitas,GBA Sur,7,6884.3
2025-02-15,Electronica,Teclado,Mendoza,7,82382.53
2025-03-31,Juguetes,Pelota,Mendoza,3,51544.55
2025-04-13,Indumentaria,Zapatillas,GBA Sur,1,50294.16
2025-06-04,Juguetes,Auto RC,Cordoba,8,50776.01
2025-04-25,Electronica,Auriculares,GBA Norte,8,24378.26
2025-03-05,Hogar,Toalla,GBA Norte,4,44777.9
2025-01-15,Electronica,Mouse,Cordoba,2,89495.63
2025-11-03,Hogar,Vela,Cordoba,5,51336.14
2025-11-18,Alimentos,Cafe,GBA Sur,1,46614.8
2025-05-13,Indumentaria,Medias,CABA,8,14006.2
2025-12-21,Indumentaria,Campera,GBA Norte,6,5707.06
2025-08-03,Hogar,Sarten,GBA Sur,2,26958.1
2025-09-21,Indumentaria,Pantalon,CABA,3,54289.86
2025-10-06,Hogar,Almohada,Mendoza,5,72189.07
2025-12-17,Hogar,Sarten,Rosario,3,52624.15
2025-01-07,Indumentaria,Medias,GBA Sur,8,34198.26
2025-07-30,Hogar,Lampara,CABA,4,20390.98
2025-04-07,Juguetes,Cartas,Mendoza,2,74996.04
2025-08-02,Alimentos,Cafe,CABA,1,73877.18
2025-09-03,Hogar,Almohada,Mendoza,8,33268.6
2025-11-02,Juguetes,Auto RC,GBA Norte,1,64180.64
2025-03-02,Indumentaria,Pantalon,Mendoza,4,13669.98
2025-06-07,Indumentaria,Pantalon,GBA Norte,7,88318.75
2025-12-20,Electronica,Auriculares,CABA,7,69947.62
2025-01-22,Indumentaria,Remera,CABA,1,71581.91
2025-08-29,Electronica,Mouse,CABA,1,6896.02
2025-02-19,Electronica,Parlante,GBA Norte,4,53296.67
2025-04-05,Hogar,Sarten,CABA,5,13954.57
2025-10-24,Hogar,Almohada,GBA Norte,4,77107.29
2025-09-16,Juguetes,Muñeco,CABA,1,73943.2
2025-09-28,Indumentaria,Pantalon,GBA Sur,1,16287.84
2025-02-20,Indumentaria,Medias,Mendoza,3,43249.68
2025-08-14,Electronica,Cargador,GBA Sur,7,88335.8
2025-04-20,Juguetes,Rompecabezas,Cordoba,6,11043.25
2025-03-05,Alimentos,Cafe,Rosario,6,13096.2
2025-12-27,Hogar,Vela,Mendoza,6,4614.16
2025-09-10,Electronica,Teclado,GBA Sur,5,41668.17
2025-12-18,Alimentos,Aceite,Rosario,7,37248.12
2025-04-07,Electronica,Teclado,Mendoza,1,33702.28
2025-12-12,Alimentos,Cafe,Cordoba,2,39987.19
2025-03-03,Indumentaria,Zapatillas,Cordoba,2,62858.3
2025-03-28,Electronica,Mouse,GBA Norte,7,31138.22
2025-03-04,Indumentaria,Zapatillas,Mendoza,5,45420.8
2025-11-26,Alimentos,Fideos,Cordoba,7,60334.25
2025-09-06,Juguetes,Auto RC,GBA Norte,2,69351.96
2025-03-04,Hogar,Toalla,Cordoba,3,21543.14
2025-01-16,Electronica,Auriculares,CABA,1,45334.01
2025-04-02,Alimentos,Galletitas,Mendoza,5,30099.07
2025-11-15,Juguetes,Muñeco,CABA,8,59836.17
2025-08-27,Indumentaria,Campera,Mendoza,5,45313.01
2025-10-05,Hogar,Vela,Rosario,1,2572.66
2025-08-09,Electronica,Teclado,Cordoba,7,28995.77
2025-08-15,Alimentos,Cafe,CABA,5,16741.36
2025-12-28,Indumentaria,Zapatillas,Cordoba,7,12969.45
2025-09-07,Electronica,Parlante,Mendoza,8,44659.28
2025-09-01,Juguetes,Rompecabezas,Rosario,5,5960.6
2025-09-11,Juguetes,Pelota,Rosario,5,61207.41
2025-06-14,Electronica,Auriculares,Rosario,6,5015.54
2025-06-28,Juguetes,Muñeco,Mendoza,2,31371.83
2025-08-08,Hogar,Almohada,Cordoba,4,32262.96
2025-05-07,Indumentaria,Campera,Rosario,2,8559.81
2025-06-06,Electronica,Mouse,GBA Norte,6,2754.37
2025-01-20,Alimentos,Yerba,Rosario,7,46813.62
2025-05-17,Electronica,Teclado,Rosario,6,2979.04
2025-07-13,Juguetes,Pelota,GBA Sur,8,51955.94
2025-02-21,Indumentaria,Campera,Cordoba,6,45746.4
2025-03-27,Juguetes,Auto RC,GBA Sur,4,87279.07
2025-09-12,Electronica,Parlante,GBA Norte,1,26574.64
2025-06-02,Juguetes,Pelota,GBA Norte,2,56586.93
2025-10-24,Electronica,Parlante,GBA Sur,8,25329.48
2025-08-07,Indumentaria,Campera,CABA,5,58986.78
2025-09-16,Hogar,Toalla,Mendoza,4,49055.33
2025-08-01,Alimentos,Fideos,Rosario,3,46867.86
2025-01-10,Juguetes,Rompecabezas,Rosario,8,45429.12
2025-05-18,Juguetes,Cartas,Cordoba,1,84182.6
2025-09-25,Indumentaria,Campera,Cordoba,3,14149.19
2025-12-17,Hogar,Toalla,Cordoba,2,29360.13
2025-11-21,Indumentaria,Zapatillas,GBA Sur,3,74310.25
2025-05-12,Juguetes,Rompecabezas,Cordoba,3,22225.02
2025-04-09,Electronica,Cargador,GBA Sur,7,42310.21
2025-08-05,Electronica,Cargador,GBA Norte,1,25271.36
2025-05-13,Hogar,Vela,GBA Norte,1,58342.15
2025-09-06,Electronica,Auriculares,CABA,5,28937.52
2025-02-02,Alimentos,Fideos,Mendoza,2,59511.32
2025-07-23,Indumentaria,Pantalon,CABA,2,51816.63
2025-09-25,Juguetes,Cartas,GBA Sur,2,45184.15
2025-05-02,Juguetes,Muñeco,GBA Sur,7,30306.45
2025-05-01,Alimentos,Aceite,GBA Norte,4,10506.45
2025-05-21,Alimentos,Yerba,GBA Sur,1,77798.09
2025-09-09,Juguetes,Auto RC,Mendoza,6,85435.27
2025-10-07,Alimentos,Yerba,Mendoza,5,22924.86
2025-03-16,Hogar,Toalla,Mendoza,5,33728.8
2025-01-11,Juguetes,Muñeco,Mendoza,1,59937.89
2025-12-20,Indumentaria,Campera,Rosario,6,35237.43
2025-12-17,Electronica,Parlante,GBA Norte,7,77330.6
2025-01-05,Alimentos,Fideos,GBA Sur,4,9032.28
2025-06-02,Indumentaria,Pantalon,Cordoba,7,57190.39
2025-01-18,Hogar,Sarten,Cordoba,7,42927.12
2025-06-20,Alimentos,Cafe,GBA Norte,2,63164.91
2025-06-30,Alimentos,Galletitas,Mendoza,6,73395.1
2025-08-21,Electronica,Auriculares,Mendoza,8,58101.73
2025-11-25,Indumentaria,Remera,Cordoba,5,18806.7
2025-06-10,Juguetes,Muñeco,CABA,3,15046.2
2025-11-01,Alimentos,Fideos,Cordoba,3,43574.53
2025-05-14,Indumentaria,Medias,GBA Sur,4,72158.05
2025-02-13,Alimentos,Fideos,GBA Norte,7,36020.98
2025-10-20,Indumentaria,Remera,CABA,4,83157.0
2025-02-15,Alimentos,Aceite,GBA Sur,3,63412.24
2025-01-26,Alimentos,Galletitas,Cordoba,3,54434.95
2025-02-15,Hogar,Lampara,Rosario,7,11444.2
2025-08-21,Alimentos,Cafe,GBA Norte,4,64507.17
2025-05-17,Hogar,Toalla,Cordoba,4,12587.74
2025-11-04,Indumentaria,Campera,Mendoza,7,61269.79
2025-04-03,Alimentos,Aceite,CABA,5,26827.17
2025-05-01,Juguetes,Pelota,GBA Norte,8,33897.76
2025-02-13,Electronica,Teclado,GBA Norte,7,78558.47
2025-12-18,Indumentaria,Zapatillas,Mendoza,5,38672.89
2025-02-07,Electronica,Parlante,CABA,4,5638.02
2025-08-30,Hogar,Vela,Mendoza,1,87081.68
2025-01-03,Hogar,Vela,Rosario,7,34903.45
2025-12-10,Hogar,Lampara,Rosario,3,4660.12
2025-05-14,Indumentaria,Medias,Cordoba,8,83799.1
2025-03-09,Electronica,Mouse,Mendoza,3,48207.72
2025-05-14,Electronica,Mouse,CABA,8,88087.98
2025-05-24,Hogar,Toalla,GBA Sur,5,81348.55
2025-11-10,Hogar,Vela,GBA Sur,3,39784.01
2025-06-11,Alimentos,Aceite,Rosario,8,76920.0
2025-01-28,Indumentaria,Pantalon,CABA,1,21457.59
2025-08-29,Hogar,Lampara,Mendoza,2,42574.82
2025-09-11,Electronica,Teclado,GBA Sur,8,89004.85
2025-08-23,Alimentos,Cafe,Mendoza,2,78152.26
2025-06-28,Electronica,Cargador,GBA Sur,3,17078.29
2025-09-18,Hogar,Vela,Mendoza,1,53125.29
2025-09-27,Juguetes,Rompecabezas,Cordoba,4,82916.77
2025-09-13,Electronica,Mouse,CABA,2,26301.03
2025-07-21,Hogar,Vela,CABA,3,75490.97
2025-01-15,Electronica,Teclado,Mendoza,8,59699.0
2025-11-18,Hogar,Vela,Mendoza,1,1516.68
2025-12-02,Juguetes,Pelota,GBA Sur,3,85320.24
2025-04-19,Electronica,Mouse,GBA Sur,2,72035.08
2025-10-08,Juguetes,Pelota,CABA,3,36498.41
2025-05-03,Alimentos,Cafe,CABA,3,76858.78
2025-07-18,Alimentos,Fideos,Mendoza,3,67977.71
2025-03-03,Hogar,Toalla,Cordoba,5,66494.15
2025-12-17,Juguetes,Rompecabezas,GBA Sur,6,60231.31
2025-09-20,Indumentaria,Zapatillas,Cordoba,8,79801.76
2025-05-18,Juguetes,Cartas,Cordoba,7,9029.79
2025-07-08,Juguetes,Rompecabezas,Cordoba,2,57131.08
